S;CN_Price;Imp_Price
35.400000;0.000000;0.000000
35.700000;0.000000;0.000000
36.000000;0.000000;0.000000
36.300000;0.000000;0.000000
36.600000;0.000000;0.000000
36.900000;0.000000;0.000000
37.200000;0.000000;0.000000
37.500000;0.000000;0.000000
37.800000;0.000000;0.000000
38.100000;0.000000;0.000000
38.400000;0.000000;0.000000
38.700000;0.000000;0.000000
39.000000;0.000000;0.000000
39.300000;0.000000;0.000000
39.600000;0.000000;0.000000
39.900000;0.000000;0.000000
40.200000;0.000000;0.000000
40.500000;0.000000;0.000000
40.800000;0.000000;0.000000
41.100000;0.000000;0.000000
41.400000;0.000000;0.000000
41.700000;0.000000;0.000000
42.000000;0.000000;0.000000
42.300000;0.000000;0.000000
42.600000;0.000000;0.000000
42.900000;0.000000;0.000000
43.200000;0.000000;0.000000
43.500000;0.000000;0.000000
43.800000;0.000000;0.000000
44.100000;0.000000;0.000000
44.400000;0.000000;0.000000
44.700000;0.000000;0.000000
45.000000;0.000000;0.000000
45.300000;0.000000;0.000000
45.600000;0.000000;0.000000
45.900000;0.000000;0.000000
46.200000;0.000000;0.000000
46.500000;0.000000;0.000000
46.800000;0.000000;0.000000
47.100000;0.000000;0.000000
47.400000;0.000000;0.000000
47.700000;0.000000;0.000000
48.000000;0.000000;0.000000
48.300000;0.000000;0.000000
48.600000;0.000000;0.000000
48.900000;0.000000;0.000000
49.200000;0.000000;0.000000
49.500000;0.000000;0.000000
49.800000;0.000000;0.000000
50.100000;0.000000;0.000000
50.400000;0.000000;0.000000
50.700000;0.000000;0.000000
51.000000;0.000000;0.000000
51.300000;0.000000;0.000000
51.600000;0.000000;0.000000
51.900000;0.000000;0.000000
52.200000;0.000000;0.000000
52.500000;0.000000;0.000000
52.800000;0.000000;0.000000
53.100000;0.000000;0.000000
53.400000;0.000000;0.000000
53.700000;0.000000;0.000000
54.000000;0.000000;0.000000
54.300000;0.000000;0.000001
54.600000;0.000000;0.000001
54.900000;0.000000;0.000001
55.200000;0.000001;0.000001
55.500000;0.000001;0.000002
55.800000;0.000001;0.000002
56.100000;0.000001;0.000003
56.400000;0.000002;0.000003
56.700000;0.000002;0.000004
57.000000;0.000003;0.000005
57.300000;0.000004;0.000007
57.600000;0.000005;0.000009
57.900000;0.000006;0.000011
58.200000;0.000008;0.000015
58.500000;0.000010;0.000018
58.800000;0.000013;0.000022
59.100000;0.000017;0.000028
59.400000;0.000021;0.000036
59.700000;0.000027;0.000043
60.000000;0.000034;0.000052
60.300000;0.000042;0.000067
60.600000;0.000053;0.000083
60.900000;0.000066;0.000098
61.200000;0.000081;0.000122
61.500000;0.000101;0.000152
61.800000;0.000124;0.000182
62.100000;0.000153;0.000214
62.400000;0.000187;0.000271
62.700000;0.000229;0.000328
63.000000;0.000278;0.000385
63.300000;0.000338;0.000464
63.600000;0.000409;0.000570
63.900000;0.000494;0.000676
64.200000;0.000595;0.000782
64.500000;0.000715;0.000955
64.800000;0.000856;0.001147
65.100000;0.001022;0.001340
65.400000;0.001217;0.001538
65.700000;0.001446;0.001879
66.000000;0.001714;0.002220
66.300000;0.002025;0.002561
66.600000;0.002387;0.002960
66.900000;0.002807;0.003551
67.200000;0.003292;0.004142
67.500000;0.003852;0.004733
67.800000;0.004497;0.005471
68.100000;0.005237;0.006470
68.400000;0.006084;0.007469
68.700000;0.007052;0.008469
69.000000;0.008156;0.009740
69.300000;0.009411;0.011389
69.600000;0.010836;0.013038
69.900000;0.012449;0.014688
70.200000;0.014271;0.016749
70.500000;0.016326;0.019405
70.800000;0.018636;0.022061
71.100000;0.021230;0.024717
71.400000;0.024136;0.027874
71.700000;0.027384;0.032048
72.000000;0.031008;0.036223
72.300000;0.035043;0.040397
72.600000;0.039526;0.044971
72.900000;0.044498;0.051371
73.200000;0.050000;0.057771
73.500000;0.056080;0.064171
73.800000;0.062783;0.070571
74.100000;0.070161;0.080008
74.400000;0.078266;0.089581
74.700000;0.087155;0.099155
75.000000;0.096885;0.108729
75.300000;0.107518;0.121208
75.600000;0.119117;0.135181
75.900000;0.131747;0.149154
76.200000;0.145479;0.163127
76.500000;0.160383;0.178812
76.800000;0.176532;0.198710
77.100000;0.194002;0.218608
77.400000;0.212871;0.238507
77.700000;0.233219;0.258405
78.000000;0.255128;0.284824
78.300000;0.278681;0.312476
78.600000;0.303963;0.340128
78.900000;0.331061;0.367780
79.200000;0.360063;0.398539
79.500000;0.391058;0.436045
79.800000;0.424134;0.473551
80.100000;0.459382;0.511057
80.400000;0.496893;0.548563
80.700000;0.536756;0.594712
81.000000;0.579064;0.644377
81.300000;0.623905;0.694043
81.600000;0.671369;0.743709
81.900000;0.721545;0.793750
82.200000;0.774521;0.857983
82.500000;0.830381;0.922215
82.800000;0.889212;0.986447
83.100000;0.951095;1.050680
83.400000;1.016112;1.119299
83.700000;1.084339;1.200468
84.000000;1.155853;1.281637
84.300000;1.230727;1.362806
84.600000;1.309030;1.443975
84.900000;1.390829;1.532960
85.200000;1.476186;1.633239
85.500000;1.565162;1.733518
85.800000;1.657811;1.833797
86.100000;1.754187;1.934076
86.400000;1.854336;2.044277
86.700000;1.958302;2.165476
87.000000;2.066124;2.286676
87.300000;2.177837;2.407875
87.600000;2.293472;2.529075
87.900000;2.413054;2.660348
88.200000;2.536604;2.803768
88.500000;2.664140;2.947187
88.800000;2.795674;3.090607
89.100000;2.931212;3.234026
89.400000;3.070759;3.385340
89.700000;3.214311;3.551653
90.000000;3.361864;3.717966
90.300000;3.513406;3.884280
90.600000;3.668922;4.050593
90.900000;3.828394;4.220271
91.200000;3.991798;4.409467
91.500000;4.159107;4.598662
91.800000;4.330289;4.787858
92.100000;4.505310;4.977053
92.400000;4.684131;5.166248
92.700000;4.866709;5.374489
93.000000;5.052999;5.585869
93.300000;5.242953;5.797248
93.600000;5.436519;6.008628
93.900000;5.633642;6.220008
94.200000;5.834266;6.441352
94.500000;6.038332;6.673595
94.800000;6.245777;6.905839
95.100000;6.456538;7.138082
95.400000;6.670550;7.370326
95.700000;6.887745;7.602621
96.000000;7.108055;7.853899
96.300000;7.331410;8.105177
96.600000;7.557738;8.356456
96.900000;7.786967;8.607734
97.200000;8.019026;8.859012
97.500000;8.253840;9.117573
97.800000;8.491335;9.385699
98.100000;8.731438;9.653825
98.400000;8.974074;9.921951
98.700000;9.219169;10.190077
99.000000;9.466649;10.458203
99.300000;9.716440;10.737392
99.600000;9.968469;11.019987
99.900000;10.222664;11.302582
100.200000;10.478952;11.585178
100.500000;10.737261;11.867773
100.800000;10.997523;12.150368
101.100000;11.259666;12.444996
101.400000;11.523624;12.739649
101.700000;11.789328;13.034303
102.000000;12.056712;13.328957
102.300000;12.325713;13.623611
102.600000;12.596266;13.919537
102.900000;12.868309;14.223944
103.200000;13.141783;14.528352
103.500000;13.416627;14.832760
103.800000;13.692784;15.137168
104.100000;13.970198;15.441575
104.400000;14.248814;15.747212
104.700000;14.528580;16.059279
105.000000;14.809444;16.371346
105.300000;15.091356;16.683412
105.600000;15.374267;16.995479
105.900000;15.658132;17.307546
106.200000;15.942905;17.620117
106.500000;16.228543;17.938023
106.800000;16.515002;18.255930
107.100000;16.802244;18.573836
107.400000;17.090229;18.891742
107.700000;17.378919;19.209648
108.000000;17.668279;19.527555
108.300000;17.958274;19.849379
108.600000;18.248871;20.171610
108.900000;18.540037;20.493840
109.200000;18.831743;20.816071
109.500000;19.123960;21.138301
109.800000;19.416659;21.460532
110.100000;19.709814;21.784685
110.400000;20.003400;22.110026
110.700000;20.297392;22.435367
111.000000;20.591767;22.760708
111.300000;20.886504;23.086050
111.600000;21.181581;23.411391
111.900000;21.476979;23.737211
112.200000;21.772678;24.064727
112.500000;22.068661;24.392243
112.800000;22.364912;24.719758
113.100000;22.661412;25.047274
113.400000;22.958148;25.374790
113.700000;23.255105;25.702306
114.000000;23.552269;26.030872
114.300000;23.849627;26.359866
114.600000;24.147168;26.688859
114.900000;24.444879;27.017853
115.200000;24.742749;27.346846
115.500000;25.040769;27.675840
115.800000;25.338928;28.004919
116.100000;25.637218;28.334889
116.400000;25.935630;28.664859
116.700000;26.234155;28.994829
117.000000;26.532787;29.324799
117.300000;26.831518;29.654769
117.600000;27.130341;29.984739
117.900000;27.429251;30.314928
118.200000;27.728240;30.645526
118.500000;28.027305;30.976123
118.800000;28.326439;31.306721
119.100000;28.625637;31.637319
119.400000;28.924896;31.967916
119.700000;29.224211;32.298514
120.000000;29.523577;32.629305
120.300000;29.822992;32.960295
120.600000;30.122451;33.291285
120.900000;30.421952;33.622275
121.200000;30.721492;33.953265
121.500000;31.021067;34.284255
121.800000;31.320675;34.615246
122.100000;31.620314;34.946359
122.400000;31.919981;35.277588
122.700000;32.219674;35.608817
123.000000;32.519392;35.940046
123.300000;32.819132;36.271275
123.600000;33.118893;36.602504
123.900000;33.418673;36.933734
124.200000;33.718470;37.265022
124.500000;34.018284;37.596392
124.800000;34.318113;37.927763
125.100000;34.617956;38.259134
125.400000;34.917812;38.590505
125.700000;35.217680;38.921875
126.000000;35.517558;39.253246
126.300000;35.817447;39.584633
126.600000;36.117345;39.916085
126.900000;36.417251;40.247538
127.200000;36.717165;40.578990
127.500000;37.017086;40.910443
127.800000;37.317014;41.241895
128.100000;37.616948;41.573348
128.400000;37.916888;41.904801
128.700000;38.216833;42.236292
129.000000;38.516782;42.567791
129.300000;38.816736;42.899289
129.600000;39.116694;43.230788
129.900000;39.416655;43.562286
130.200000;39.716620;43.893785
130.500000;40.016587;44.225283
130.800000;40.316558;44.556791
131.100000;40.616531;44.888315
131.400000;40.916506;45.219839
131.700000;41.216484;45.551362
132.000000;41.516464;45.882886
132.300000;41.816445;46.214410
132.600000;42.116428;46.545934
132.900000;42.416413;46.877458
133.200000;42.716398;47.208992
133.500000;43.016386;47.540529
133.800000;43.316374;47.872066
134.100000;43.616363;48.203603
134.400000;43.916354;48.535141
134.700000;44.216345;48.866678
135.000000;44.516337;49.198215
135.300000;44.816329;49.529753
135.600000;45.116323;49.861297
135.900000;45.416317;50.192841
136.200000;45.716311;50.524386
136.500000;46.016306;50.855930
136.800000;46.316302;51.187474
137.100000;46.616298;51.519019
137.400000;46.916294;51.850563
137.700000;47.216291;52.182108
138.000000;47.516288;52.513656
138.300000;47.816285;52.845204
138.600000;48.116282;53.176752
138.900000;48.416280;53.508300
139.200000;48.716278;53.839847
139.500000;49.016276;54.171395
139.800000;49.316274;54.502943
140.100000;49.616273;54.834491
140.400000;49.916271;55.166041
140.700000;50.216270;55.497591
141.000000;50.516269;55.829141
141.300000;50.816268;56.160690
141.600000;51.116267;56.492240
141.900000;51.416266;56.823790
142.200000;51.716265;57.155339
142.500000;52.016265;57.486889
142.800000;52.316264;57.818440
143.100000;52.616263;58.149990
143.400000;52.916263;58.481541
143.700000;53.216262;58.813091
144.000000;53.516262;59.144642
144.300000;53.816262;59.476192
144.600000;54.116261;59.807743
144.900000;54.416261;60.139294
145.200000;54.716261;60.470844
145.500000;55.016260;60.802395
145.800000;55.316260;61.133946
146.100000;55.616260;61.465497
146.400000;55.916260;61.797048
146.700000;56.216260;62.128599
147.000000;56.516260;62.460150
147.300000;56.816259;62.791701
147.600000;57.116259;63.123252
147.900000;57.416259;63.454803
148.200000;57.716259;63.786355
148.500000;58.016259;64.117906
148.800000;58.316259;64.449457
149.100000;58.616259;64.781008
149.400000;58.916259;65.112559
149.700000;59.216259;65.444110
150.000000;59.516259;65.775662
150.300000;59.816259;66.107213
150.600000;60.116259;66.438764
150.900000;60.416259;66.770315
151.200000;60.716259;67.101867
151.500000;61.016258;67.433418
151.800000;61.316258;67.764969
152.100000;61.616258;68.096520
152.400000;61.916258;68.428072
152.700000;62.216258;68.759623
153.000000;62.516258;69.091174
153.300000;62.816258;69.422725
153.600000;63.116258;69.754277
153.900000;63.416258;70.085828
154.200000;63.716258;70.417379
154.500000;64.016258;70.748931
154.800000;64.316258;71.080482
155.100000;64.616258;71.412033
155.400000;64.916258;71.743584
155.700000;65.216258;72.075136
156.000000;65.516258;72.406687
156.300000;65.816258;72.738238
156.600000;66.116258;73.069790
156.900000;66.416258;73.401341
157.200000;66.716258;73.732892
157.500000;67.016258;74.064444
157.800000;67.316258;74.395995
158.100000;67.616258;74.727546
158.400000;67.916258;75.059098
158.700000;68.216258;75.390649
159.000000;68.516258;75.722200
159.300000;68.816258;76.053751
159.600000;69.116258;76.385303
159.900000;69.416258;76.716854
160.200000;69.716258;77.048405
160.500000;70.016258;77.379957
160.800000;70.316258;77.711508
161.100000;70.616258;78.043059
161.400000;70.916258;78.374611
161.700000;71.216258;78.706162
162.000000;71.516258;79.037713
162.300000;71.816258;79.369265
162.600000;72.116258;79.700816
162.900000;72.416258;80.032367
163.200000;72.716258;80.363918
163.500000;73.016258;80.695470
163.800000;73.316258;81.027021
164.100000;73.616258;81.358572
164.400000;73.916258;81.690124
164.700000;74.216258;82.021675
165.000000;74.516258;82.353226
165.300000;74.816258;82.684778
165.600000;75.116258;83.016329
165.900000;75.416258;83.347880
166.200000;75.716258;83.679431
166.500000;76.016258;84.010983
166.800000;76.316258;84.342534
167.100000;76.616258;84.674085
167.400000;76.916258;85.005637
167.700000;77.216258;85.337188
168.000000;77.516258;85.668739
168.300000;77.816258;86.000290
168.600000;78.116258;86.331842
168.900000;78.416258;86.663393
169.200000;78.716258;86.994944
169.500000;79.016258;87.326495
169.800000;79.316258;87.658047
170.100000;79.616258;87.989598
170.400000;79.916258;88.321149
170.700000;80.216258;88.652700
171.000000;80.516258;88.984251
171.300000;80.816258;89.315802
171.600000;81.116258;89.647354
171.900000;81.416258;89.978905
172.200000;81.716258;90.310456
172.500000;82.016258;90.642007
172.800000;82.316258;90.973558
173.100000;82.616258;91.305109
173.400000;82.916258;91.636660
173.700000;83.216258;91.968211
174.000000;83.516258;92.299762
174.300000;83.816258;92.631313
174.600000;84.116258;92.962864
174.900000;84.416258;93.294415
175.200000;84.716258;93.625966
175.500000;85.016258;93.957517
175.800000;85.316258;94.289068
176.100000;85.616258;94.620618
176.400000;85.916258;94.952169
176.700000;86.216258;95.283719
177.000000;86.516258;95.615270
177.300000;86.816258;95.946821
177.600000;87.116258;96.278371
177.900000;87.416258;96.609922
178.200000;87.716258;96.941472
178.500000;88.016258;97.273023
178.800000;88.316258;97.604573
179.100000;88.616258;97.936122
179.400000;88.916258;98.267672
179.700000;89.216258;98.599222
180.000000;89.516258;98.930772
180.300000;89.816258;99.262321
180.600000;90.116258;99.593871
180.900000;90.416258;99.925421
181.200000;90.716258;100.256971
181.500000;91.016258;100.588520
181.800000;91.316258;100.920069
182.100000;91.616258;101.251617
182.400000;91.916258;101.583165
182.700000;92.216258;101.914713
183.000000;92.516258;102.246261
183.300000;92.816258;102.577809
183.600000;93.116258;102.909357
183.900000;93.416258;103.240905
184.200000;93.716258;103.572453
184.500000;94.016258;103.904001
184.800000;94.316258;104.235548
185.100000;94.616258;104.567092
185.400000;94.916258;104.898637
185.700000;95.216258;105.230181
186.000000;95.516258;105.561725
186.300000;95.816258;105.893270
186.600000;96.116258;106.224814
186.900000;96.416258;106.556358
187.200000;96.716258;106.887902
187.500000;97.016258;107.219447
187.800000;97.316258;107.550991
188.100000;97.616258;107.882533
188.400000;97.916258;108.214070
188.700000;98.216258;108.545606
189.000000;98.516258;108.877143
189.300000;98.816258;109.208680
189.600000;99.116258;109.540217
189.900000;99.416258;109.871754
190.200000;99.716258;110.203291
190.500000;100.016258;110.534828
190.800000;100.316258;110.866365
191.100000;100.616258;111.197902
191.400000;100.916258;111.529433
191.700000;101.216258;111.860956
192.000000;101.516258;112.192478
192.300000;101.816258;112.524001
192.600000;102.116258;112.855524
192.900000;102.416258;113.187046
193.200000;102.716258;113.518569
193.500000;103.016258;113.850092
193.800000;103.316258;114.181614
194.100000;103.616258;114.513137
194.400000;103.916258;114.844660
194.700000;104.216258;115.176174
195.000000;104.516258;115.507669
195.300000;104.816258;115.839165
195.600000;105.116258;116.170660
195.900000;105.416258;116.502156
196.200000;105.716258;116.833651
196.500000;106.016258;117.165147
196.800000;106.316258;117.496642
197.100000;106.616258;117.828138
197.400000;106.916258;118.159633
197.700000;107.216258;118.491129
198.000000;107.516258;118.822624
198.300000;107.816258;119.154070
198.600000;108.116258;119.485515
198.900000;108.416258;119.816961
199.200000;108.716258;120.148406
199.500000;109.016258;120.479851
199.800000;109.316258;120.811296
200.100000;109.616258;121.142741
200.400000;109.916258;121.474186
200.700000;110.216258;121.805631
201.000000;110.516258;122.137076
201.300000;110.816258;122.468522
201.600000;111.116258;122.799926
201.900000;111.416258;123.131280
202.200000;111.716258;123.462634
202.500000;112.016258;123.793989
202.800000;112.316258;124.125343
203.100000;112.616258;124.456698
203.400000;112.916258;124.788052
203.700000;113.216258;125.119406
204.000000;113.516258;125.450761
204.300000;113.816258;125.782115
204.600000;114.116258;126.113469
204.900000;114.416258;126.444824
205.200000;114.716258;126.776063
205.500000;115.016258;127.107258
205.800000;115.316258;127.438453
206.100000;115.616258;127.769649
206.400000;115.916258;128.100844
206.700000;116.216258;128.432039
207.000000;116.516258;128.763235
207.300000;116.816258;129.094430
207.600000;117.116258;129.425625
207.900000;117.416258;129.756820
208.200000;117.716258;130.088016
208.500000;118.016258;130.419211
208.800000;118.316258;130.750191
209.100000;118.616258;131.081116
209.400000;118.916258;131.412040
209.700000;119.216258;131.742964
210.000000;119.516258;132.073889
210.300000;119.816258;132.404813
210.600000;120.116258;132.735737
210.900000;120.416258;133.066661
211.200000;120.716258;133.397586
211.500000;121.016258;133.728510
211.800000;121.316258;134.059434
212.100000;121.616258;134.390359
212.400000;121.916258;134.720990
212.700000;122.216258;135.051467
213.000000;122.516258;135.381943
213.300000;122.816258;135.712419
213.600000;123.116258;136.042895
213.900000;123.416258;136.373372
214.200000;123.716258;136.703848
214.500000;124.016258;137.034324
214.800000;124.316258;137.364800
215.100000;124.616258;137.695277
215.400000;124.916258;138.025753
215.700000;125.216258;138.356229
216.000000;125.516258;138.686489
216.300000;125.816258;139.016247
216.600000;126.116258;139.346005
216.900000;126.416258;139.675763
217.200000;126.716258;140.005521
217.500000;127.016258;140.335279
217.800000;127.316258;140.665036
218.100000;127.616258;140.994794
218.400000;127.916258;141.324552
218.700000;128.216258;141.654310
219.000000;128.516258;141.984068
219.300000;128.816258;142.313826
219.600000;129.116258;142.643584
219.900000;129.416258;142.972524
220.200000;129.716258;143.301167
220.500000;130.016258;143.629809
220.800000;130.316258;143.958452
221.100000;130.616258;144.287095
221.400000;130.916258;144.615738
221.700000;131.216258;144.944380
222.000000;131.516258;145.273023
222.300000;131.816258;145.601666
222.600000;132.116258;145.930309
222.900000;132.416258;146.258952
223.200000;132.716258;146.587594
223.500000;133.016258;146.916237
223.800000;133.316258;147.243296
224.100000;133.616258;147.570265
224.400000;133.916258;147.897235
224.700000;134.216258;148.224204
225.000000;134.516258;148.551173
225.300000;134.816258;148.878142
225.600000;135.116258;149.205111
225.900000;135.416258;149.532081
226.200000;135.716258;149.859050
226.500000;136.016258;150.186019
226.800000;136.316258;150.512988
227.100000;136.616258;150.839957
227.400000;136.916258;151.166927
227.700000;137.216258;151.491628
228.000000;137.516258;151.816174
228.300000;137.816258;152.140721
228.600000;138.116258;152.465267
228.900000;138.416258;152.789813
229.200000;138.716258;153.114359
229.500000;139.016258;153.438906
229.800000;139.316258;153.763452
230.100000;139.616258;154.087998
230.400000;139.916258;154.412544
230.700000;140.216258;154.737091
231.000000;140.516258;155.061637
231.300000;140.816258;155.386183
231.600000;141.116258;155.708373
231.900000;141.416258;156.029544
232.200000;141.716258;156.350714
232.500000;142.016258;156.671885
232.800000;142.316258;156.993056
233.100000;142.616258;157.314227
233.400000;142.916258;157.635398
233.700000;143.216258;157.956569
234.000000;143.516258;158.277740
234.300000;143.816258;158.598911
234.600000;144.116258;158.920082
234.900000;144.416258;159.241253
235.200000;144.716258;159.562424
235.500000;145.016258;159.882560
235.800000;145.316258;160.199223
236.100000;145.616258;160.515886
236.400000;145.916258;160.832549
236.700000;146.216258;161.149212
237.000000;146.516258;161.465875
237.300000;146.816258;161.782538
237.600000;147.116258;162.099201
237.900000;147.416258;162.415864
238.200000;147.716258;162.732527
238.500000;148.016258;163.049190
238.800000;148.316258;163.365853
239.100000;148.616258;163.682516
239.400000;148.916258;163.999179
239.700000;149.216258;164.312825
240.000000;149.516258;164.623745
240.300000;149.816258;164.934666
240.600000;150.116258;165.245586
240.900000;150.416258;165.556506
241.200000;150.716258;165.867427
241.500000;151.016258;166.178347
241.800000;151.316258;166.489268
242.100000;151.616258;166.800188
242.400000;151.916258;167.111108
242.700000;152.216258;167.422029
243.000000;152.516258;167.732949
243.300000;152.816258;168.043870
243.600000;153.116258;168.354790
243.900000;153.416258;168.661680
244.200000;153.716258;168.965677
244.500000;154.016258;169.269674
244.800000;154.316258;169.573671
245.100000;154.616258;169.877668
245.400000;154.916258;170.181665
245.700000;155.216258;170.485662
246.000000;155.516258;170.789659
246.300000;155.816258;171.093656
246.600000;156.116258;171.397653
246.900000;156.416258;171.701650
247.200000;156.716258;172.005646
247.500000;157.016258;172.309643
247.800000;157.316258;172.613640
248.100000;157.616258;172.914554
248.400000;157.916258;173.210753
248.700000;158.216258;173.506951
249.000000;158.516258;173.803150
249.300000;158.816258;174.099348
249.600000;159.116258;174.395547
249.900000;159.416258;174.691745
250.200000;159.716258;174.987944
250.500000;160.016258;175.284143
250.800000;160.316258;175.580341
251.100000;160.616258;175.876540
251.400000;160.916258;176.172738
251.700000;161.216258;176.468937
252.000000;161.516258;176.765135
252.300000;161.816258;177.061334
252.600000;162.116258;177.349835
252.900000;162.416258;177.638023
253.200000;162.716258;177.926210
253.500000;163.016258;178.214398
253.800000;163.316258;178.502586
254.100000;163.616258;178.790774
254.400000;163.916258;179.078961
254.700000;164.216258;179.367149
255.000000;164.516258;179.655337
255.300000;164.816258;179.943524
255.600000;165.116258;180.231712
255.900000;165.416258;180.519900
256.200000;165.716258;180.808087
256.500000;166.016258;181.096275
256.800000;166.316258;181.382513
257.100000;166.616258;181.663591
257.400000;166.916258;181.944670
257.700000;167.216258;182.225749
258.000000;167.516258;182.506828
258.300000;167.816258;182.787906
258.600000;168.116258;183.068985
258.900000;168.416258;183.350064
259.200000;168.716258;183.631143
259.500000;169.016258;183.912222
259.800000;169.316258;184.193300
260.100000;169.616258;184.474379
260.400000;169.916258;184.755458
260.700000;170.216258;185.036537
261.000000;170.516258;185.317615
261.300000;170.816258;185.597178
261.600000;171.116258;185.873680
261.900000;171.416258;186.150182
262.200000;171.716258;186.426684
262.500000;172.016258;186.703186
262.800000;172.316258;186.979689
263.100000;172.616258;187.256191
263.400000;172.916258;187.532693
263.700000;173.216258;187.809195
264.000000;173.516258;188.085697
264.300000;173.816258;188.362199
264.600000;174.116258;188.638701
264.900000;174.416258;188.915203
265.200000;174.716258;189.191705
265.500000;175.016258;189.468207
265.800000;175.316258;189.744723
266.100000;175.616258;190.021335
266.400000;175.916258;190.297946
266.700000;176.216258;190.574557
267.000000;176.516258;190.851168
267.300000;176.816258;191.127779
267.600000;177.116258;191.404391
267.900000;177.416258;191.681002
268.200000;177.716258;191.957613
268.500000;178.016258;192.234224
268.800000;178.316258;192.510835
269.100000;178.616258;192.787447
269.400000;178.916258;193.064058
269.700000;179.216258;193.340669
270.000000;179.516258;193.617280
270.300000;179.816258;193.893891
270.600000;180.116258;194.175372
270.900000;180.416258;194.459386
271.200000;180.716258;194.743400
271.500000;181.016258;195.027414
271.800000;181.316258;195.311428
272.100000;181.616258;195.595442
272.400000;181.916258;195.879457
272.700000;182.216258;196.163471
273.000000;182.516258;196.447485
273.300000;182.816258;196.731499
273.600000;183.116258;197.015513
273.900000;183.416258;197.299527
274.200000;183.716258;197.583541
274.500000;184.016258;197.867555
274.800000;184.316258;198.151569
275.100000;184.616258;198.435583
275.400000;184.916258;198.735761
275.700000;185.216258;199.037380
276.000000;185.516258;199.338998
276.300000;185.816258;199.640617
276.600000;186.116258;199.942236
276.900000;186.416258;200.243854
277.200000;186.716258;200.545473
277.500000;187.016258;200.847092
277.800000;187.316258;201.148710
278.100000;187.616258;201.450329
278.400000;187.916258;201.751948
278.700000;188.216258;202.053566
279.000000;188.516258;202.355185
